"File","ExecTime_ms","MaxWorking_MB","MaxPrivate_MB","AvgCPU_pct","AsmFile","AsmLines"
"newton_iter_c.exe","145,86","1,992","0,434","0","o3_newton_iter_c.s","135"
"newton_iter_c.exe","144,05","1,992","0,434","0","o3_newton_iter_c.s","135"
"newton_iter_c.exe","147,38","1,992","0,438","0","o3_newton_iter_c.s","135"
"newton_iter_c.exe","139,49","1,992","0,434","0","o3_newton_iter_c.s","135"
"newton_iter_c.exe","146,91","1,992","0,43","0","o3_newton_iter_c.s","135"
"newton_iter_c.exe","140,04","1,992","0,43","0","o3_newton_iter_c.s","135"
"newton_iter_c.exe","147,97","1,992","0,43","0,87","o3_newton_iter_c.s","135"
"newton_iter_c.exe","141,05","1,992","0,434","0","o3_newton_iter_c.s","135"
"newton_iter_c.exe","137,99","1,992","0,426","0","o3_newton_iter_c.s","135"
"newton_iter_c.exe","156,88","1,992","0,434","1,73","o3_newton_iter_c.s","135"
"newton_iter_c.exe","140,73","1,992","0,43","0","o3_newton_iter_c.s","135"
"newton_iter_c.exe","165,77","1,988","0,422","0","o3_newton_iter_c.s","135"
"newton_iter_c.exe","142,28","1,992","0,426","0","o3_newton_iter_c.s","135"
"newton_iter_c.exe","147,93","1,992","0,43","0","o3_newton_iter_c.s","135"
"newton_iter_c.exe","145,62","1,992","0,43","0","o3_newton_iter_c.s","135"
"newton_iter_c.exe","140,68","1,992","0,43","0","o3_newton_iter_c.s","135"
"newton_iter_c.exe","155,62","1,992","0,43","0","o3_newton_iter_c.s","135"
"newton_iter_c.exe","161,93","1,992","0,426","0","o3_newton_iter_c.s","135"
"newton_iter_c.exe","141,19","1,988","0,426","0,87","o3_newton_iter_c.s","135"
"newton_iter_c.exe","144,35","1,992","0,434","0,87","o3_newton_iter_c.s","135"
"newton_iter_c.exe","92,83","1,992","0,43","0","o3_newton_iter_c.s","135"
"newton_iter_c.exe","169,11","1,992","0,43","0","o3_newton_iter_c.s","135"
